"Branch","Executive Name","Visted Date","Customer Group","Potential Qnty","Mode Of Contact","Item Group","Notes/Remarks","Creation Date","Date of Update"
"Chennai","CHANDRASEKARAN.A","2015-12-30 00:00:00","SANRISHI FLEXI PACKK PVT LTD","0","Visit","ETHYL ACETATE","Went for payemnt followup collected 1.5lakhs","2015-12-30",""
"Chennai","CHANDRASEKARAN.A","2015-12-31 00:00:00","SARANSH MARKETING.,","0","Visit","TOLUENE","Went for new year wishes","2015-12-31",""
"Chennai","CHANDRASEKARAN.A","2015-12-31 00:00:00","PREMIUM COATINGS & CHEMICALS PVT.LTD.,","0","Visit","BUTYL ACETATE","Went for new year wishes","2015-12-31",""
"Chennai","CHANDRASEKARAN.A","2015-12-31 00:00:00","COOKSON INDIA PRIVATE LIMITED","0","Visit","ISO PROPYL ALCOHOL","Went for new year wishes","2015-12-31",""
"Chennai","CHANDRASEKARAN.A","2015-12-31 00:00:00","MAHA CLASSIC COATINGS","0","Visit","MIX XYLENE","Went for new year wishes","2015-12-31",""
"Chennai","CHANDRASEKARAN.A","2015-12-31 00:00:00","ZEN PAINTS & CHEMICALS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for new year wishes","2015-12-31",""
"Chennai","CHANDRASEKARAN.A","2015-12-31 00:00:00","STAR INDUSTRIES","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for new year wishes","2015-12-31",""
"Chennai","CHANDRASEKARAN.A","2016-01-02 17:25:20","BALAJI POLYMER-MAS","2.5","balajipoly@gmail.com","MEG","","2016-01-02","2016-01-02 17:25:21"
"Chennai","CHANDRASEKARAN.A","2016-01-02 17:25:20","BALAJI POLYMER-MAS","16","balajipoly@gmail.com","STYRENE MONOMER","","2016-01-02","2016-01-02 17:25:21"
"Chennai","CHANDRASEKARAN.A","2016-01-02 17:25:20","BALAJI POLYMER-MAS","2.5","balajipoly@gmail.com","MONOPROPYLENE GLYCOL (INDL)","","2016-01-02","2016-01-02 17:25:21"
"Chennai","CHANDRASEKARAN.A","2016-01-02 17:25:20","BALAJI POLYMER-MAS","2.5","balajipoly@gmail.com","DEG","","2016-01-02","2016-01-02 17:25:21"
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","NOROO BEE CHEMICALS INDIA PVT LTD","0","Visit","ETHYL ACETATE","Went for order followup Mr.Unni not available","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","QUALITIE PRINT PACKS","0","Visit","TOLUENE","Went for order followup and new year wishs","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","VERVEN COATING PRIVATE LIMITED","0","Visit","EPOXY RESIN","Went for PDC followup","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","TAESUNG AUTOIND PVT. LTD.","0","Visit","FORMALDEHYDE","Went for payemnt followup","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","FAABER PAINTS PVT. LTD., - CHENNAI","0","Visit","TOLUENE","Met Mr.senthil regarding order followup","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","TRIMURTHI CHEMICALS,","0","Visit","SODA ASH","Went for order followup","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","R.S.INDUSTRIES,","0","Visit","SOLVENT C9","Met Mr.Shankar regarding order followup customer will conform","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","RKP POLYBAGS PRIVATE LIMITED","0","Visit","ETHYL ACETATE","Met Mr.Prabhu regarding order followup customer has will send enquiry us","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-04 00:00:00","CHAKRA ENTERPRISES INDIA","0","Visit","MEG","went for payemnt followup","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for pdc followup","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","ICA SPECIALITIES","0","Visit","TRICHLOROETHYLENE","Met Mrs.Jaya regarding order & PDC followup conformed","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup conformed Toluene 55.5++","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Met Mrs.Anuratha regarding payemnt followup collected .60lakhs","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","GRAPHIC SYSTEMS","0","Visit","TOLUENE","Met Mrs.diveya regarding order followup conformed 3barrels Toluene","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","VENBIOTECH (P) LTD","0","Visit","ETHYL ACETATE","Met Mr.Venugopal regarding payemnt followup customer will release tomorrow","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","PAR ACTIVE TECHNOLOGIES PRIVATE LIMITED","0","Visit","TOLUENE","Met Mr.Palanivel regarding order followup customer will conform next week","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Met Mrs.Saratha regarding order followup conformed & colected PDC","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-05 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Met mrs.Anadhi regarding PDC followup customer will release","2016-01-05",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","MADHAV CHEMICAL INDUSTRY","0","Visit","MIX XYLENE","Went for order followup customer will conform tomorrow","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","METRO COLOUR SYSTEMS","0","Visit","ISO PROPYL ALCOHOL","Went for order followup customer will conform next week","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","MAHA CLASSIC COATINGS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for order followup confomed MTO 3brls 65++ & MIX order given to Mahadev chemical 68+VAT","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","GOLDEN LAMINATION","0","Visit","ETHYL ACETATE","Went for payemnt followup customer will conform tomorrow","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","MATHU INDUSTRIES","0","Visit","METHYL ETHYL KETONE","Met Mr.Sundaresan regarding order followup confomred MEK,MIX & Cyclo Hexanon","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","CHAKRA ENTERPRISES INDIA","0","Visit","MEG","Met Mr.Kannan & Mr.Pream regarding payemnt followup collected 5lakhs","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","BEVA SILICONES PVT LTD","0","Visit","BUTYL CARBITOL","Met Mr.Ramamurthy regarding order followup customer need butyl Carbital","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-06 00:00:00","WYNNS MEKUBA INDIA PVT LTD.","0","Visit","EXXSOL D40","went for order followup contact person not avilable","2016-01-06",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Went for order followup conformed EA.Acetone,Hexane,","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","UNIVERSAL PRINT SYSTEMS LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Went for order followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","ACETONE","Went for order followup customer will release tomorrow","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","GRAPHIC SYSTEMS","0","Visit","TOLUENE","Went for new customer followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","YAMUNA ROTO PRINTO PACKS","0","Visit","ETHYL ACETATE","Went for new customer followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","PRINTO PACK","0","Visit","N-BUTANOL","Went for new customer followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-07 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for PDC followup & collected 10barrels PO also","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-08 00:00:00","JJPOLYMER PRINTING","0","Visit","TOLUENE","Visit with Mr.Chenthil Went for order followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-08 00:00:00","FAABER PAINTS PVT. LTD., - CHENNAI","0","Visit","SOLVENT C9","Visit with Mr.Chenthil Went for PDC followup collected","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-08 00:00:00","SARANSH MARKETING.,","0","Visit","MIX XYLENE","Visit with Mr.Chenthil Went to factry regarding materilal shortage and clear the issue","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-08 00:00:00","WYNNS MEKUBA INDIA PVT LTD.","0","Visit","EXXSOL D40","Visit with Mr.Chenthil Met MR.Madukar regarding new year wishs & order conformed","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-08 00:00:00","NOROO BEE CHEMICALS INDIA PVT LTD","0","Visit","THINNER","Visit with Mr.Chenthil Went for order followup customer need revised invoice","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-08 00:00:00","TAESUNG AUTOIND PVT. LTD","0","Visit","FORMIC ACID","Visit with Mr.Chenthil Went for order followup conformed Formic Acid 2mt","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","ASIAN COLOR SYSTEMS GROUP","0","Visit","CYCLOHEXANONE","visit with Mr.Chenthil Kumar  Went for order followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","CHAKRA ENTERPRISES INDIA","0","Visit","MEG","visit with Mr.Chenthil Kumar Went for Order & payemnt followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","QUALITIE PRINT PACKS","0","Visit","ETHYL ACETATE","visit with Mr.Chenthil Kumar Went for order followup conformed INK","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","PRINTO PACK","0","Visit","ETHYL ACETATE","visit with Mr.Chenthil Kumar Went for new customer followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","ZEN PAINTS & CHEMICALS","0","Visit","LOW AROMATIC WHITE SPIRIT","visit with Mr.Chenthil Kumar Met mr.vaithiyanathan regarding order followup customer will send PO for MIx,C9 & MTO","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","SRI KRISHNA POLYMER","0","Visit","PROCESS OIL","visit with Mr.Chenthil Kumar Went for new customer followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","GOLDEN LAMINATION","0","Visit","ETHYL ACETATE","visit with Mr.Chenthil Kumar Went for payemnt followup customer will release on monday","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-09 00:00:00","SARANSH MARKETING.,","0","Visit","TOLUENE","visit with Mr.Chenthil Kumar  Went for payment followup","2016-01-09",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","NASSA POLYMERS","0","Visit","PROCESS OIL","went for order followup customer will conform with 2days","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","DELUX RUBBER","0","Visit","PROCESS OIL","Went for order followup","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","PREMIUM COATINGS & CHEMICALS PVT.LTD.,","0","Visit","ETHYL ACETATE","Went for payemnt followup collected","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","GOLDEN LAMINATION","0","Visit","ETHYL ACETATE","Went for PDC followup & collected","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","SARANSH MARKETING.,","0","Visit","TOLUENE","Went for order followup customer will conform tomorrow","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","STAR INDUSTRIES","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for order followup customer LAWS 51++","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-11 00:00:00","MRP AUTORUB PRIVATE LIMITED","0","Visit","PROCESS OIL","Went for PDC & order followup conformed order 5barrels & collected PDC also","2016-01-11",""
"Chennai","CHANDRASEKARAN.A","2016-01-12 00:00:00","KELVIN BIO ORGANICS PRIVATE LTD","0","Visit","ACRYLIC ACID","Went for order & payemnt followup","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-12 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Went for order followup customer will conform tomorrow","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-12 00:00:00","PAR ACTIVE TECHNOLOGIES PRIVATE LIMITED","0","Visit","ACETONE","Went for payemnt followup customer will clear with 15days","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-12 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Went for payemnt followup customer will Do RTGS","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-12 00:00:00","BBL DAIDO PRIVATE LIMITED","0","Visit","ISOPAR H","Went for payemnt followup customer will conform","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-12 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Went for order followup customer will call us","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","WYNNS MEKUBA INDIA PVT LTD.","0","Visit","EXXSOL D40","Went for payemnt followup customer will release on monday","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","SANRISHI FLEXI PACKK PVT LTD","0","Visit","ETHYL ACETATE","Went for payemnt followup","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","REACHEM LABORATORY CHEMICALS","0","Visit","TOLUENE","went for PDC followup collected","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","KWIK PATCH LIMITED","0","Visit","HEXANE","Went for order followup","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","MUTHU PACKAGING","0","Visit","ETHYL ACETATE","Went for order followup conformed 10barrels EA 60++","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","CHAKRA ENTERPRISES INDIA","0","Visit","MEG","Went for payemnt followup customer will release on monday","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","MADHAV CHEMICAL INDUSTRY","0","Visit","MIX XYLENE","Went for order followup customer will release tomorrow","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-13 00:00:00","MAHA CLASSIC COATINGS","0","Visit","MIX XYLENE","Went for order followup customer will release today eveing","2016-01-13",""
"Chennai","CHANDRASEKARAN.A","2016-01-14 00:00:00","SANRISHI FLEXI PACKK PVT LTD","0","Visit","ETHYL ACETATE","Went for payemnt followup customer will give next week'","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-14 00:00:00","R.S.INDUSTRIES,","0","Visit","SOLVENT C9","Went for order followup customer will call us","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-14 00:00:00","MUTHU PACKAGING","0","Visit","ETHYL ACETATE","Went for order followup customer will send PO tomorrow'","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-14 00:00:00","CHAKRA ENTERPRISES INDIA","0","Visit","MEG","Met Mr.Pream regarding payemnt followup colected by cheque","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-14 00:00:00","RKP POLYBAGS PRIVATE LIMITED","0","Visit","ETHYL ACETATE","Went for order followup customer will conform","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","VIKAAS FOOD PRODUCTS","0","Visit","ACETIC ACID","Visit With Mr.Manikandan Went for order followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","KWIK PATCH LIMITED - ATHIPET","0","Visit","HEXANE","Visit With Mr.Manikandan Went for order followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","SANRISHI FLEXI PACKK PVT LTD","0","Visit","ETHYL ACETATE","Visit With Mr.Manikandan Met Mr.Rajagopal regarding order followup customer will conform","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","QUALITIE PRINT PACKS","0","Visit","ETHYL ACETATE","Visit With Mr.Manikandan Went for PDC followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","SUN POLYMER AND PLASTICRAFT","0","Visit","METHYL ETHYL KETONE","Visit With Mr.Manikandan Went for payemnt followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","MUTHU PACKAGING","0","Visit","ETHYL ACETATE","Visit With Mr.Manikandan Met Mr.Muthukumar regarding payemnt followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-20 00:00:00","LEVIKA CHEM FUSION","0","Visit","METHYL ETHYL KETONE","Visit With Mr.Manikandan Went for New customer followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","UNIVERSAL PRINTING INKS","0","Visit","CYCLOHEXANONE","Visit with Trinee Went for order followup customer will conform","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","COOKSON INDIA PRIVATE LIMITED","0","Visit","ISO PROPYL ALCOHOL","Visit with Trinee Went for order followup","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","GOLDEN LAMINATION","0","Visit","ETHYL ACETATE","Visit with Trinee Went for payemnt followup customer will give next week","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","DEV POLYMERS","0","Visit","EPOXY RESIN","Visit with Trinee Went fo payemnt followup customer will give tomorrow","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","ZEN PAINTS & CHEMICALS","0","Visit","LOW AROMATIC WHITE SPIRIT","Visit with Trinee went for PDC followup collected","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","DEVI POLYMERS PRIVATE LTD","0","Visit","ACETONE","Visit with Trinee went for payemnt followup customer will give next week","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-21 00:00:00","MAHA CLASSIC COATINGS","0","Visit","MIX XYLENE SOLVENT","Visit with Trinee Went for order followup","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","PM INDUSTRIES","0","Visit","PHENOL","Met Mr.Raja regarding payemnt followup customer will release next week","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","NOROO BEE CHEMICALS INDIA PVT LTD","0","Visit","ETHYL ACETATE","Met Mr.Vinoth & Unni regarding payemnt followup collected","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Met Mrs.Kalaselvi regarding payem,nt followup collected","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Met Mr.Ravi regarding order followup customer will send enquiry us","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","TEJA METALLURGICALS AND CHEMICALS","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Met Mr.Dhayakaran regarding order followup customer have requirement next month only","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","AGNI SOLDERS","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Met Mr.Srikanth regarding payemnt followup collected","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","LAUNDRY PROJECT INDIA PVT LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","met Mr.Youvaraj regarding order followup customer will call us","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup customer conformed MTO 2brls 67++","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","METRITE LUBES & SPECIALITIES PVT LTD","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.Siva kumar regarding payemnt followup customer will release next week","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-22 00:00:00","FAABER PAINTS PVT. LTD., - CHENNAI","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup","2016-01-22",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","NASSA POLYMERS","0","Visit","PROCESS OIL","Visit with New Trinee Went for order followup cuwstomer will conform tomorrow","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","MRP AUTORUB PRIVATE LIMITED","0","Visit","PROCESS OIL","Visit with New Trinee Went for order followup customer will Call us","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","SUN POLYMER AND PLASTICRAFT","0","Visit","METHYL ETHYL KETONE","Visit with New Trinee went for order followup customer will conform next week","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","THREE STAR FINE CHEM PRODUCTS","0","Visit","STEARIC ACID","Visit with New Trinee Went for order followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","STAR INDUSTRIES","0","Visit","MIX XYLENE","Visit with New Trinee went for  PDC followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","ZEN PAINTS & CHEMICALS","0","Visit","LOW AROMATIC WHITE SPIRIT","Visit with New Trinee went for  PDC followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","NIMBION ORGANICS","0","Visit","ISO PROPYL ALCOHOL","Visit with New Trinee Went for order followup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","SRI HARI LABS","0","Visit","ISO PROPYL ALCOHOL","Visit with New Trinee Went for order followup customer will send enqiry to us","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","DEV POLYMERS","0","Visit","EPOXY RESIN","Visit with New Trinee Went for payemnt follo0wup","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-26 00:00:00","SRI BALAJI POLYMERS","0","Visit","MEG","Visit with New Trinee Went for new customer followup customer will conform","2016-03-17",""
"Chennai","CHANDRASEKARAN.A","2016-01-27 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Visit with Mr.Chenthil Met MR.Jayapraksh regarding order followup customer confomr 1st week","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-27 00:00:00","KANISSHKA FLORA CHEM INDIA","0","Visit","MONOPROPYLENE GLYCOL USP","Visit with Mr.Chenthil Met Mr.mahendarn regarding order followup customer will conform","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-27 00:00:00","SYMRISE PVT LTD","0","Visit","MONOPROPYLENE GLYCOL USP","Visit with Mr.Chenthil Met Mr.Joyson regarding order followup","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-27 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Visit with Mr.Chenthil Met Srikanth order followup customer will call us","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-27 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Visit with Mr.Chenthil Met Mr.Senthil regarding order followup conformed Toluene,Acetone & EA","2016-03-14",""
"Chennai","CHANDRASEKARAN.A","2016-01-28 00:00:00","A.C.TRADERS","0","Visit","TOLUENE","Went for order followup","2016-01-28",""
"Chennai","CHANDRASEKARAN.A","2016-01-28 00:00:00","METRITE LUBES & SPECIALITIES PVT LTD","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.Siva regarding order followup","2016-01-28",""
"Chennai","CHANDRASEKARAN.A","2016-01-28 00:00:00","SKYLINE RESINS AND CHEMICALS","0","Visit","MONO PROPYLENE GLYCOL","Met mr.Saravanan eregarding order followup","2016-01-28",""
"Chennai","CHANDRASEKARAN.A","2016-01-28 00:00:00","SIVAPRIYA EXIM PVT LTD","0","Visit","METHYL ETHYL KETONE","Met Mr.Raja regarding order followup","2016-01-28",""
"Chennai","CHANDRASEKARAN.A","2016-01-28 00:00:00","FAABER PAINTS PVT. LTD., - CHENNAI","0","Visit","TOLUENE","Met Mr.Senthil regarding order & followup","2016-01-28",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","SOLVAX AND CO","0","Visit","MIX XYLENE","Went for order followup contact person not avilable","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","SANKAR JP TECHNOLGES PVT LTD","0","Visit","MIX XYLENE","Met Mr.Jabasigh regarding order & payemnt followup colected 3lakhs","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","HI TECH BITUMEN PRODUCTS","0","Visit","LOW AROMATIC WHITE SPIRIT","Went for new customer followup","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","NOROO BEE CHEMICALS INDIA PVT LTD","0","Visit","THINNER","Met Mr.Unni regarding order followup customer conformed Thinner 40barrel next month","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","TAESUNG AUTOIND PVT. LTD","0","Visit","FORMALDEHYDE","Met Mr.Ram regarding order followup customer will call us","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","JJPOLYMER PRINTING","0","Visit","TOLUENE","Met Mr.Eapen regarding order followup customer need INK offer","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","SANKAR SEALING SYSTEMS (P) LTD","0","Visit","METHYL ETHYL KETONE","Met mr.Teyagu regarding payemnt followup customer will release on monday","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","FAABER PAINTS PVT. LTD., - CHENNAI","0","Visit","TOLUENE","Met mr.Senthil regarding order followup customer will conform toluene order 52++","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-29 00:00:00","TRIMURTI CHEMICALS","0","Visit","SODA ASH","Went for order followup contact person not avilable","2016-01-29",""
"Chennai","CHANDRASEKARAN.A","2016-01-30 15:41:09","ISHWARYA PLASTO CHEM INDUSTRIES,","1","cmuthu1961@yahoo.co.in","HYDROGEN PEROXIDE","","2016-01-30","2016-01-30 15:41:10"
"Chennai","CHANDRASEKARAN.A","2016-01-30 15:41:09","ISHWARYA PLASTO CHEM INDUSTRIES,","0.16","cmuthu1961@yahoo.co.in","METHYL ETHYL KETONE","","2016-01-30","2016-01-30 15:41:10"
"Chennai","CHANDRASEKARAN.A","2016-01-30 15:41:09","ISHWARYA PLASTO CHEM INDUSTRIES,","0.16","cmuthu1961@yahoo.co.in","ACETONE","","2016-01-30","2016-01-30 15:41:10"
"Chennai","CHANDRASEKARAN.A","2016-02-03 00:00:00","NASSA POLYMERS","0","Visit","PROCESS OIL","Went for order followup customer have nect week req","2016-03-21",""
"Chennai","CHANDRASEKARAN.A","2016-02-03 00:00:00","SRI HARI LABS","0","Visit","DIMETHYL FORMAMIDE","Went for order ffollowup","2016-03-21",""
